,text,label,readability,ARI
323,I want to be a engineer that has to do with tech that's my dream job I'm only 14 that's the job I'm hoping to work hard for still got couple years until I go to college but yeah any suggestions,1,63.7,16.6
324,This is ridiculous.  No one can have an open and free debate and discussion.   To say all lives matter is perfectly reasonable yet is met with derision.   All white politicians are in fear and terror.,1,79.46,4.6
325,A G look it up. The cops lost their job. He died EXACTLY how George Floyd did. down to the tee,1,116.86,-2.3
326,Nobody said white lies didn't matter but black ppl are being killed by the police not white,1,88.06,7.8
327,I just hear insecurities being voiced. Not a single legit complain in this video. Men deal with the same stuff,1,81.59,3.3
328,@Amazing Worenwu all lives means we are all equal,0,96.18,4.5
329,+Ancient Soul oh Lord. I don't think you'll ever understand. There's a specific context in which the black lives matter movement arose. Because black people were being killed and there were multiple incidents of the same type of thing. What exactly is the context for the all lives matter movement and focusing on the whole world? It was only created as a combatant otherwise it wouldn't even exist. No one is blaming white people. We're saying stop killing black people unjustly. That's it. Obviously there are other problems going. Probably more important ones too. But are people not allowed to stand up for themselves without being attacked? Would you not like to be able to stand up for yourself without being opposed? That's all this is about but sadly I don't think you'll be able to understand no matter which way I put it,0,85.59,6.6
330,Not be black popper is not in UK,1,105.66,-2.8
331,@Grip Can't argue with that.,1,100.24,3.7
332,Anarchy in the U.K.,1,92.8,-0.7
333,It's because if black lives can't matter then all lives don't matter  that's why?,1,91.11,8.1
334,A change for what? Bombing yugoslavia and signing doma lol,1,100.24,4.1
335,because it took 30 seconds to find out that this is another pointless feminist aggression video without real content,1,60.65,12.4
336,@Paul Topp and all orcs should have been removed years ago and the population have now been reminded of that fact!!,1,84.0,10.4
337,Yo I’m 13 and I am confusion what I am...,1,95.17,-1.5
338,Hong Kong protest are not corporate sponsored so the NPC's dont care.,1,93.14,7.3
339,@hello kitty you fail to recognize that alm is related to politics. It's politicised,1,74.19,9.4
340,He didn't set anyone back,1,83.32,0.9
341,2020 vision oh honey... no no no it has EVERYTHING to do with it,1,106.67,-0.9
342,Cute butch girl in maroon - Your body language is telling a story.,1,93.14,5.8
343,People have said statues of George should come down.,1,113.1,6.1
344,@Ethan Shea no he was no killed because of his complexion. you are wrong here my dear. He did a crime and was caught. yes he was been handled incorrectly but it has nothing to do with his complexion. please correct your understanding. He was a criminal,1,88.94,3.1
345,Chaos chaos it’s great for ratings right news media what a disaster,1,84.68,6.6
346,I can’t believe this is something we have to ask ourselves in the first place,1,98.55,5.9
347,Babies in the womb don’t matter.  Just like God don’t matter when they took God out of everything.,1,96.18,4.0
348,AlmostHumanJessi makes sense I wasn’t that smart when I posted that,1,77.23,8.5
349,Not allowing people send their own message unless they 'agree' with you? Nope,1,83.66,8.6
350,It’s all just absolute rioting heavy-handed craziness. This man also in the majority of his time gave a lot of money to the city including building schools and hospitals for Bristol. Tearing down the statue is not going to change the fact that city is better that he was there than not at all.,1,78.59,8.5
351,Jasper Nova nCongratulations 🤠,1,9.21,22.5
352,Show dareal stuff funk dat!!,1,117.16,3.7
353,@Ras Reality Macky,1,93.81,5.2
354,Currently in my 5th year,1,100.24,-0.2
355,@Mario Kratt kinda isn't is it Mario  🤦‍,1,106.67,3.6
356,Actually if you look at pics of her from early 2000s and now,1,92.12,2.4
357,Why? I men’t that love is love and if you don’t believe that then go away we don’t take hate here,1,100.92,6.4
358,Let's hope they all die.,1,117.16,-0.2
359,Whatever one might say about Madonna these days,1,114.12,6.1
360,Why is it that the hundreds of thousands of black infants whose lives were terminated thru abortion weren't important?... Why?    Again,1,67.08,14.2
361,you fucking comunist comevsay it in my face,1,88.74,3.8
362,Why are we still talking about race issues?  It’s supposed to be white lives matter.,1,89.24,4.0
363,The Home Secretary is a stupid coolie,1,64.37,2.9
364,B a n e wait really?,1,116.15,-6.8
365,LOL demonstrates how disgraceful the UK Govt is. Looking real good defending a slave trader.,1,80.78,6.8
366,Romeo Alfa Yep...but he had major connections to Bristol...and he is infinitely worthier,1,50.19,8.3
367,Sponsed by George Soros is Behind all This,1,88.74,3.2
368,@Literal Scumbag lifestyle - the way in which a person or group lives,1,76.22,6.9
369,The H A I R,1,117.16,-12.4
370,I'm waiting for the other minority groups to demand their day of extra equality. Hispanics,1,64.71,9.9
371,@Ronald McFondle False. Madonna isn't a superstar or any kind of star for that matter and above no one. Madonna is a human. An elderly human at that,1,89.75,2.4
372,BJGvideos right? like she’s probably the oldest in the video and everyone else except her were so accepting.....when someone’s ignorant they’re ignorant and that’s that.,1,75.71,12.1
373,Thank you! And I think its only in AMERICA!,1,104.64,1.4
374,Plantation politics - excellent term. Rightly so. Leftist pandering for votes that won't come.Trump 2020,1,64.37,12.4
375,So cops were justified  killing him Steve? Use your brain man,1,99.73,2.8
376,@A Fox Called Scrappy Tail How'd You Get Here? Genesis 1,1,94.15,3.8
377,A walkway overpass bridge in Miami was built by female engineers with no arch,0,74.19,7.1
378,What do they think hitting kids with bibles will do,1,103.63,3.4
379,ALL LIVES MATTER!   STOP STEALING AND LOOTING AND THE PO PO WILL LEAVE YOU BE!   IS you crazy!,1,99.23,0.7
380,BLM don't care about black people unless it advances their marxist political agenda,1,75.2,10.8
381,Chlopakzpolski Yes it is incorrect,1,32.56,9.3
382,God I have so much respect for that sherrif,1,96.18,1.4
383,She is the devil  give me a break ! Wake up. She is not your savior. Only one is our savior Jesus Christ King of Kings !!! Not this demonic dirt bag,1,97.7,0.5
384,I'll tell you why All Lives Matter isn't accepted. Its insulting the fight of Black Life Matters. But what All Life Matters is saying is that we feel that All lives do matter emphatically.,1,76.93,5.7
385,first of all black people are a minority second of all we are protesting for black lives because their the ones that need help the most rn when innocent Spanish people are dying were gonna protest but rn its for black people,1,62.69,20.1
386,All lives matter and at the same time criminals should be dealt with as per the law.,0,88.06,5.9
387,+littlemermaid  GO for it!  Show us how it is done!  Your way!,0,90.77,0.4
388,this poor man,1,119.19,-2.7
389,@American Patriot! i agree with you. Good job,1,71.82,4.9
390,Rob C we have scientific proof that the universe was created through natural chemical reactions. we have proof for everything. you have proof for nothing. god isn’t real.,1,81.29,6.1
391,Racist idiots.nnAll lives matter here in the United States. You total idiots.,1,73.85,7.5
392,i don't believe in lying about yourself to make other people happy.,0,84.68,6.6
393,You can do it! Believe in yourself!,0,93.3,-0.3
394,Were you triggered by his logic and rational arguments?,1,62.34,7.7
395,@Teehee hi First off,1,92.8,0.6
396,@Jamie Ryan Storey i think Madonna holds a bigger grudge than Cyndi does on her.  Cyndi always speaks highly of Madonna and i find it odd (again) almost every interview with Cyndi .. Madonna is brought up in the conversation .. but with Madonna interviews; no mention of Cyndi.  One thing that would be difficult to accomplish with both them in the same room working on a project; discipline.  Madonna IS very disciplined.  Cyndi is scattered.  But both are very creative and passionate about their work.  Definitely two worlds colliding.,1,78.45,7.2
397,I also thought that  but in the end,1,114.12,-1.6
398,Luv that sheriff,1,93.81,2.1
399,why is there a statue of nelson mandela in london? he was a terrorist and a murderer! along with his wife winnie. why was it put up in england in the first place.,1,88.43,1.3
400,What happened to her GRILLz??,1,117.16,4.6
401,@Nataliah Griffin please tell me how God helps people,1,96.18,6.6
402,Body's aching all the time,1,117.16,1.8
403,Where is she now?,1,118.18,-3.0
404,@Eric White I wish they did too. But they chose to divide instead of unite. I guess it's part of the agenda.,1,106.37,0.8
405,this just warmed my heart,1,117.16,0.9
406,to boo when a guy says white lives matter,1,104.64,0.4
407,Lee Claus publish what,1,92.8,2.9
408,Your all a bunch of idiots playing right into this agenda. Whatever is coming,1,89.75,3.6
409,All lives matter! Why does my life matter less because I am white.,1,98.72,1.4
410,Only black lives matter no other lives matter.,1,80.28,5.6
411,THE DEMOCRATS AND THE LABOUR PARASITE PARTY ARE BOTH PATHETIC PIECES OF SCHIFF    the latter is a Marxist party here in the UK.,1,73.51,10.9
412,We back here again,1,118.18,-1.9
413,Is the kid's name really Juuls,1,116.15,1.2
414,At this time and space Fox has 5.56M subs,1,113.1,0.4
415,Democrats ARE NO.GOOD.THEY WANT THE VOTE.,1,93.81,8.3
416,I'll sum it up the ones you say black lives matter on the stage are the ones are getting paid with donations from black lives matter.,1,78.93,11.1
417,She's the queen! <3,1,118.18,-0.7
418,theyre completely right! I am religious,1,76.89,6.8
419,Love this channel so much,1,100.24,0.9
420,I love that one lesbian in denial,1,81.29,0.3
421,Her and  Michelle obama,1,118.18,2.9
422,The Home Secretary Priti Patel has condemned...nExcuse me?! Has she forgotten her own heritage?!,1,55.91,10.0
423,@Gameplay Central why can't God accept them? He created them after all.,1,90.77,5.1
424,Raphael Taylor Am I?,1,118.18,0.6
425,No they werent. And even if they were,1,109.72,-1.9
426,Go to old age home bernie,1,116.15,-2.8
427,Bet all the disliked are haters if blacks,1,105.66,2.6
428,The Sheriff nailed it right! Nothing but Plantation politics and the DemoRats are playing the black voters for their agenda!,1,69.79,8.3
